89,125,160,160,851,851
104,68,160,160,214,851
5,23,214,214,0,0
59,60,120,120,1011,1011
99,46,160,160,851,851
83,66,121,121,1489,1489
93,30,121,120,1489,1011
60,96,120,121,1011,1489
80,55,120,121,374,1489
56,53,120,120,374,1011
6,41,214,214,0,0
10,109,160,160,214,851
61,64,214,214,0,0
90,120,121,120,1489,1011
113,2,120,120,374,1011
0,174,120,121,1011,1489
8,51,160,160,851,851
1,146,120,121,374,1489
73,53,160,160,214,851
52,4,120,120,1011,1011
147,57,121,121,1489,1489
145,151,90,90,494,1610
32,13,90,268,494,1700
95,85,160,160,851,851
155,69,91,90,1968,1610
138,11,90,268,494,2059
3,204,268,90,1221,1131
196,4,90,268,1131,1221
14,12,268,268,1700,1221
19,10,268,268,1221,1700
13,17,268,268,1700,2059
61,141,120,120,374,1011
26,55,90,91,494,1968
18,21,268,268,2059,1221
10,187,91,91,1968,1968
64,18,160,160,214,851
24,187,269,90,2327,1131
125,158,120,121,1011,1489
14,26,268,90,2059,1610
4,171,267,90,584,1610
22,174,269,91,2327,1968
19,22,267,268,584,1700
197,12,90,268,1610,2059
80,20,90,268,494,1221
18,5,268,268,1700,1700
128,162,120,121,374,1489
149,135,121,120,1489,1011
24,42,268,90,1700,1610
0,8,268,268,1221,1221
33,81,90,91,1610,1968
3,90,268,90,1700,1131
11,198,268,91,1700,1968
68,74,90,90,1610,1610
44,68,214,214,0,0
107,82,90,90,1131,1131
93,26,91,268,1968,1700
12,147,267,91,584,1968
118,12,90,268,1610,1221
109,136,121,121,1489,1489
68,19,91,268,1968,1221
17,23,267,268,584,2059
28,131,91,90,1968,1131
25,8,268,268,2059,2059
21,15,269,268,2327,2059
5,152,90,90,1131,1610
3,9,269,268,2327,1221
18,24,268,268,2059,1700
192,82,90,90,494,1131
23,50,267,90,584,1131
20,12,269,268,2327,1700
87,10,90,268,1610,1700
3,172,268,90,1221,1610
137,150,120,120,1011,1011
9,63,90,90,1610,1131
100,0,90,268,1131,1700
2,142,268,90,2059,1131
105,11,91,268,1968,2059
27,18,267,268,584,1221
6,176,269,90,2327,1610
6,52,268,91,2059,1968
205,139,90,90,1131,1131
87,16,90,268,1610,1700
113,45,91,91,1968,1968
8,20,267,268,584,2059
13,110,160,160,214,851
101,45,120,120,374,1011
172,163,120,120,1011,1011
13,146,90,90,1610,1131
0,15,90,268,494,1221
119,16,90,268,494,1700
8,11,268,268,1700,1221
13,56,268,91,1700,1968
55,6,214,214,0,0
168,18,90,268,494,2059
13,15,268,268,2059,1221
20,22,267,268,584,1221
1,29,160,160,851,851
